NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_(mg),Manganese_(mg),Selenium_(ug),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_(mg),Vit_B6_(mg),Folate_Tot_(ug),Folic_Acid_(ug),Food_Folate_(ug),Folate_DFE_(ug),Choline_Tot_(mg),Vit_B12_(ug),Vit_A_IU,Vit_A_RAE,Retinol_(ug),Alpha_Carot_(ug),Beta_Carot_(ug),Beta_Crypt_(ug),Lycopene_(ug),Lut+Zea_(ug),Vit_E_(mg),Vit_D_(ug),Vit_D_IU,Vit_K_(ug),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2
1076,Reuben Sandwich,73.16937565,422.0708961,42.24267918,49.38791947,9.493698965,48.13073572,2.724065296,5.137722185,477.6789442,5.786838433,3.848088259,136.0319391,25.87285549,146.8561386,5.754938508,6.383224777,4.645414841,25.96559719,88.33074383,3.308452764,0.520164801,5.401453488,5.572490767,1.916556765,111.8485722,2.579084737,101.8128069,159.718967,329.2321164,3.446806437,3134.868722,172.7511572,1246.499899,439.5535682,404.9414973,366.3750914,179.8388927,999.6279179,25.12102095,45.25728551,1137.196461,413.8051585,2.03094803,13.74826863,20.13492162,323.1748969,69.50980453,Serving,259.1249326,Piece
1077,Rye,4.561463715,292.6032057,25.5064,44.3681531,2.649581279,45.90864793,9.358941992,20.95781991,234.7833661,7.97155289,154.1077684,280.3679113,576.563041,597.3596893,3.717554323,2.759309123,9.102961782,6.593009552,75.71658862,8.82502053,3.194674145,38.36625375,7.081205642,2.118638682,111.0663126,28.7208622,285.3497483,249.0705137,444.3032546,8.55340108,4326.434387,444.9073431,1433.473256,964.5920352,418.957139,820.5416067,214.6087556,979.6209024,21.98576187,42.47893099,609.181206,65.68120092,29.33546033,19.54692624,11.51592859,253.674018,493.0737722,Serving,36.17677306,Piece
1078,Steel-Cut Oats,20.91570295,449.2691778,6.384432077,0.265752015,1.013740398,69.75904017,19.36571034,49.78350968,126.9275235,19.4169453,44.27843124,464.9403115,376.4722117,362.1745007,7.116986136,9.901245445,1.762553422,69.73142839,193.972118,5.402397781,8.483579489,43.17073029,4.684033288,4.960784397,51.01335834,209.8073899,293.2741976,344.7120065,359.7272695,4.079447185,450.5527524,1220.585076,455.59431,971.8001321,992.2699717,19.75075519,381.2760904,111.6492054,13.09863436,31.8615469,1065.788897,280.8654314,42.32272341,6.230689555,0.064840632,106.6668247,213.5687279,Serving,332.7044437,Piece
1079,Aji,28.69150433,446.0480886,31.07365181,3.016767186,2.867258488,50.62452054,7.060191839,38.3777612,325.7521112,0.468204653,22.68647084,339.9811187,757.7361725,255.6023544,5.681917858,2.941019538,6.689517988,59.00016464,182.9604357,8.55859001,4.833632247,29.13295879,9.051536287,2.568487594,229.2601436,1.704679841,230.7079709,180.5217879,495.09431,6.257648705,3984.415169,949.9127434,946.6467694,930.2165774,690.8613676,980.4154133,411.2085795,428.9422879,0.526157922,32.70062947,362.8914844,161.4623168,38.8097682,14.73841634,31.61088462,468.4528685,59.39814017,Serving,255.720573,Piece
1080,Dolphinfish,67.72633053,197.7364887,11.96685021,44.90961289,1.966462873,37.00520388,3.189930972,38.12901891,190.9870414,1.6058871,50.66676526,92.39878622,212.4057072,548.5991053,16.86091632,3.574340447,8.680144646,34.31632452,66.77366776,8.896829332,4.067012012,31.39654383,5.707828932,4.161711093,23.70781033,261.0543569,390.0759942,189.9257377,256.9678582,6.452399904,3833.518926,104.4538162,1299.585866,515.5634625,900.3165789,309.3028851,55.27046491,371.3871328,1.979915933,3.66050552,1150.775857,147.5330193,17.70537002,29.4857818,32.75891688,45.10265482,38.91086403,Serving,134.8254379,Piece
1081,Rice Bran,6.303828967,231.9912243,31.54355335,5.946613634,0.089039986,19.64968455,3.826251115,46.11030678,169.271135,8.698724733,31.48429091,232.272453,821.5781845,989.059704,10.48925574,3.858457104,9.298681463,73.85039711,12.97615358,6.238974499,9.124667367,48.00184713,5.636224387,9.266496788,383.5856414,354.1728731,127.7626408,358.6858942,498.2028511,4.624387722,1712.123117,1396.506402,578.6554047,80.20503058,702.3745551,329.2622808,183.1342191,281.1612473,33.08882685,16.78997052,1688.556499,78.04025822,8.236355808,37.34804109,46.68740502,237.210979,169.1243837,Serving,282.1267595,Piece
1082,Radish,55.56492428,295.0913108,34.68728562,29.77918233,8.913013996,2.988113959,10.98696644,36.46927341,178.6939338,11.93366611,53.01200597,418.7004297,206.814692,768.5863488,2.587885729,9.499470996,6.560631954,3.873557908,31.1068652,1.451485224,6.283971119,27.57087823,2.103249114,7.95937048,124.6416964,368.470195,158.0144864,47.86922856,102.527357,7.596144259,4401.382296,417.1870159,845.8073308,531.4826152,771.1621999,530.2016608,326.9598707,820.4355383,34.05006413,44.39271082,288.3185918,173.9309303,47.62477181,8.707599394,23.22752299,342.8463294,256.4546103,Serving,312.913713,Piece
1083,Swordfish,0.924007349,329.7618048,5.312745497,17.74105657,7.890153287,22.61810458,0.434036231,42.3992345,205.8347107,18.80281196,17.80203012,48.38520875,606.4714589,285.256462,7.715404102,6.106845487,3.528424903,85.22848426,119.237878,6.075392071,3.498136505,43.43438564,0.873732011,8.913793564,71.80986037,5.221019047,65.92856448,385.3280501,495.754166,6.723196689,4055.652502,584.8817995,256.7320365,444.7644835,217.3088548,512.7484011,8.139530595,631.8700825,26.53883904,15.59404404,828.3050108,419.4533685,30.7509798,3.49243741,5.030901176,64.12557935,399.6383069,Serving,327.7772557,Piece
1084,Waffle,83.30380975,220.7102352,23.84729459,1.688578359,3.028781837,62.18099443,15.40522881,20.0541707,225.4475996,15.88862168,96.25340098,39.57982415,198.0409966,501.5358046,13.31896241,0.604911822,3.638227473,19.06572723,144.8279159,0.179608467,5.547957815,36.36471178,7.671113881,5.959437324,169.7735252,352.4947367,284.7814974,311.5461174,346.2871202,0.629501943,85.19428297,863.7510383,1477.557273,419.7578391,785.1226304,51.85440638,290.304114,986.6528604,7.817325497,14.9445209,567.9368036,437.833868,15.02599096,24.87029961,41.29915736,164.0083638,90.82301769,Serving,402.7522369,Piece
1085,Farro,98.43294343,293.9582541,29.27966906,4.14380863,6.448269585,25.81407033,7.851380466,20.00723295,83.35233352,0.763476052,138.8294772,468.7438931,547.1905527,406.0705806,17.659692,3.786456352,7.622481074,3.312613973,172.6344686,6.358537235,4.237738643,27.7111748,5.263139592,4.275499308,278.3260789,272.2899749,269.364894,102.1478387,397.7835486,9.043158764,2466.49346,870.0146219,735.7835958,848.3987864,316.9043617,358.5806701,103.9990904,704.6824104,19.93698299,22.99325475,536.1894973,295.85036,19.31735316,22.83098999,18.45372166,426.3770314,77.10326442,Serving,436.3668176,Piece
1086,Futomaki,70.34947841,104.4137125,12.68128539,38.29162398,9.704102963,67.86946419,4.467164299,47.85159127,338.1368793,1.942770467,181.2745974,436.7143769,473.6887331,525.4606633,9.223714264,1.466937816,8.708372583,89.19210462,181.9433075,2.002982396,3.21921449,25.57235862,4.265018969,8.414577858,25.13202494,296.9157783,65.94908584,219.8325433,212.0870899,2.548590283,1973.999718,396.2023685,663.5196045,398.8119078,362.4232862,93.28966795,247.8083901,651.3104104,45.60664442,9.341668647,673.0663871,206.3576574,2.32354776,23.30390448,8.929206516,168.4629656,263.097889,Serving,307.6802608,Piece
1087,Manhattan Clam Chowder,18.16312005,356.3137574,10.05051429,42.1200908,7.855550324,93.75906182,5.831933589,37.87468201,420.0990453,3.087268939,149.08441,214.3224264,223.9228022,691.5488931,18.36293179,1.386484525,9.618693762,61.79284343,186.9639516,8.599432523,6.055441259,1.492289157,7.815997475,3.031229911,79.85238349,221.1985214,24.27983307,45.68480841,26.73785989,3.090598768,1655.551207,1157.297491,793.9862906,98.62396247,330.054547,276.5007416,386.8850871,891.8160481,25.45307324,43.7496005,408.1651772,72.79021992,4.700663958,18.88793351,22.58578061,127.523379,74.60240785,Serving,377.0128741,Piece
1088,Chicken Pot Pie,51.23934633,179.2036678,31.89278748,18.1611981,7.489730257,25.65674743,16.06288161,23.56577265,367.1460391,15.93201218,21.74371028,362.0211928,583.6564612,787.7416526,15.92651568,5.947899617,7.592408472,12.44296084,195.5482341,0.863955182,9.804621771,14.87587154,4.014481643,6.784754679,272.0659398,81.64385595,335.8195183,355.6158247,136.3614421,8.793054802,2887.016962,506.4234833,809.8673535,966.9950859,33.2978966,176.9317213,358.2644779,152.4833067,27.33216996,39.1842777,973.724707,74.28129732,0.936773436,2.499411148,27.81456184,385.9800371,348.5590376,Serving,405.4437044,Piece
1089,Cauliflower,58.04471372,69.33938387,38.03717826,12.33862016,6.076241062,77.38327728,0.743622841,24.47983152,209.7926345,6.615299784,107.0301267,392.1762957,220.8530574,955.7833701,1.517281781,3.520165161,5.587933711,62.75941183,155.7949279,2.927614312,3.845414727,11.85955516,5.877361456,1.799777867,343.9283874,275.3821996,314.2812675,381.6031472,74.15326657,3.926892703,4422.327867,1122.748926,1164.157143,951.6877205,608.5302379,29.45982661,300.4194316,813.7917661,46.37429663,6.523994572,177.166198,481.6361747,10.14727801,33.86285601,31.49637252,108.4501921,69.7330718,Serving,483.9154645,Piece
1090,Beignet,78.7542156,102.2442517,17.95553274,24.67953018,3.699406955,65.61584363,15.42641707,0.829537623,83.06818749,15.97867396,15.86442954,165.1793059,508.8539413,295.0581023,16.25713351,5.405704461,9.130653909,88.90339852,146.6422201,0.028417075,0.516434974,14.62435036,1.137615314,5.905912268,144.8637194,134.6766442,176.3018983,180.3797272,295.2765629,6.496096622,3734.669533,222.9154006,1042.092497,813.8356976,959.0026692,754.2140799,43.75261394,208.188683,48.49668863,16.07697062,1760.308951,445.9222804,4.671283809,7.264404069,11.92874983,234.4394892,342.1895378,Serving,358.2791544,Piece
1091,Cannoli,60.64754601,97.89323307,35.44487787,7.614155295,5.84639791,39.95853474,15.24593825,11.48667945,355.9096062,0.094065125,114.555753,218.1172841,856.8590449,324.2552557,1.830210646,6.206584934,9.427880357,58.50541289,68.08349999,9.13187727,3.59458134,33.30245936,9.866076012,3.959745387,71.00282825,235.2105432,304.3828469,264.9926039,65.09981745,5.643729246,3582.096938,628.1771262,1330.393614,942.7393488,154.358816,655.8524536,74.89801346,218.3210553,34.26852382,7.397135448,1210.918812,479.1255165,10.61646134,16.39495235,26.6271824,450.921395,470.2935961,Serving,230.2458339,Piece
1092,Cod,21.84028548,192.4195634,29.3687654,30.84702551,1.572814204,70.63275558,1.630824382,23.5651094,26.32960665,11.21409629,105.6700555,430.3312611,863.9568703,22.37618178,18.30432411,4.87819886,4.675990236,75.10539951,185.7799479,8.70737554,2.229839562,25.80259677,1.643636304,3.749746523,163.9742206,139.3460244,249.7952537,5.905384392,7.74794583,8.275135127,2869.163883,37.89431495,1147.8088,212.875761,909.5928516,692.0404495,200.672707,437.1547821,23.06948476,19.33903003,1808.547828,269.7495083,32.97930853,42.13056803,40.21288376,487.1308992,200.3115628,Serving,333.1963289,Piece
1093,Turmeric Latte,45.51688152,160.9406574,40.47966909,36.9753886,0.377640972,27.96735032,16.62072778,14.68993697,250.9731866,12.58879395,1.303493422,6.68456815,647.2791415,299.6619833,14.35672202,2.153914849,9.483814974,89.56504286,27.48454436,2.343491559,3.404160248,20.22419957,1.690586284,4.618060267,72.08261606,217.2317012,360.9943439,258.6770017,428.8662633,2.380042833,651.2295728,555.1504458,65.76741631,448.3003619,252.8723968,820.0450823,479.2230836,403.6500538,14.31912313,32.66871465,307.3685452,494.2377234,30.67123324,46.58674513,12.6900532,380.9556896,64.87812917,Serving,484.0805946,Piece
1094,Seafood Paella,87.88697418,303.2524059,10.20360308,35.19827861,3.927525392,29.93789551,3.440843272,49.0908043,474.8980173,10.32964323,150.762656,169.1539952,465.3240726,941.709076,4.659816304,0.924455575,6.032394425,91.61091033,108.9710372,1.201653788,5.073561683,32.65213452,4.404238007,9.346257892,388.5724947,49.07116355,28.93109274,212.7732814,451.6790863,4.729810351,3326.557277,26.39462419,349.7271319,14.79108234,76.58380398,830.1840896,326.0372489,679.7966853,18.17361681,13.02672536,1548.7316,348.1610477,20.25649016,5.853123898,7.997456876,1.171231988,490.4170754,Serving,139.9025593,Piece
1095,Mousse,49.22682415,457.8594023,39.81983827,46.60398192,1.541298517,40.04919785,2.72864738,5.776111016,175.7477781,16.42972908,128.2850109,485.3555175,669.3901662,833.3995414,3.380227122,3.003750076,4.090232214,14.25011502,90.4121777,5.34152773,0.731332896,8.968320308,2.58598387,0.791875067,152.9250477,25.49644694,112.6547709,154.7714321,192.6153911,5.239063203,2949.633921,1190.337242,1026.272373,653.0254071,166.5385064,709.578924,396.7915718,3.564156662,18.8684678,38.19289153,1777.344099,354.4237694,46.93589842,12.15251803,38.12517336,74.71682105,280.362216,Serving,76.02860036,Piece
1096,Sherbet,71.55611575,311.0481109,13.32039511,30.08567775,1.527423422,42.37012887,3.328023923,25.27789985,366.8369926,7.517538938,90.75101115,229.1099638,810.2809439,118.9864516,9.192783317,5.385158978,8.828254811,75.4700792,178.0554934,5.222031692,0.918396996,11.82411542,6.295821213,3.099619822,220.4494338,21.65314077,312.6744727,268.7780562,362.6814111,4.574973422,2313.535916,403.5078153,1266.778602,765.8494613,489.4439369,30.68609856,495.4309721,829.7876994,17.77154903,48.25992982,640.9236257,446.9945273,45.70507788,44.40463831,14.04451723,311.0635385,315.8837983,Serving,213.105537,Piece
1097,Shumai,48.61595603,319.0715287,14.91322104,29.75987119,4.798301884,55.22874003,0.055160179,0.49562995,467.3532902,12.15873606,183.7933417,202.7093922,791.4884287,964.6399415,12.99379794,2.793530748,4.196860403,85.82264652,128.4849204,4.650842789,5.621968354,24.06408512,0.129590274,1.852989638,83.84146077,392.0299144,324.7679001,166.6273864,477.1222722,2.479479171,3296.056293,1171.811751,727.9272396,709.9564766,404.2801494,560.8411695,34.93636063,218.6673759,30.85260529,30.55992486,1656.789067,382.0421804,26.22643037,14.51972913,34.60627451,283.8628178,410.4011364,Serving,450.8526984,Piece
1098,Shrimp Po Boy,70.854815,157.1195856,48.90860868,36.84926187,1.769354852,38.33814028,10.66913379,13.62591936,58.08537712,2.301548119,90.52095523,16.2726096,548.4033033,887.9107083,4.071711407,3.917781119,3.603525543,98.31040738,77.0212047,5.079244261,8.690450752,35.28854045,5.291707423,6.156633739,363.1963318,292.9937475,378.538959,153.587625,376.7821926,3.917205938,3794.176548,1194.85777,1084.156144,212.815097,235.1620969,757.8957659,237.5089841,312.6248401,12.50614906,16.59929712,1832.79825,370.6405212,38.7055023,3.583485398,27.14849498,263.1555582,347.2174971,Serving,415.704923,Piece
1099,Teriyaki,49.81402255,311.3992734,2.300678837,36.28918555,1.998790805,85.54837612,7.379517032,11.22154337,304.5754085,15.33001535,92.22062677,364.4245225,307.4006932,858.0937216,19.14221656,9.057048338,8.187165795,86.39786506,18.76894157,6.030887358,4.654051866,5.457534501,8.149654303,3.520150481,205.0578455,366.3628856,371.6983412,233.6078155,261.5073041,2.764005539,2917.772744,122.3153589,781.4397037,85.52944214,485.6770295,612.2211714,354.3122995,814.6160744,13.12144865,36.64481957,1401.651294,33.00796486,4.953762722,44.16965147,0.879058742,302.6753709,220.1370972,Serving,272.5664367,Piece
1100,Mahi Mahi,84.45500795,115.6415693,9.487680826,13.9585871,5.751389436,63.29388212,2.865064611,30.25446626,281.5744354,2.534673516,32.53925458,470.5427034,657.8241922,923.9820499,2.977462891,0.263346597,9.750693515,68.29166063,57.7369338,9.4982863,1.858984941,42.30143542,9.496919742,3.639437722,235.7191468,125.6299276,36.03568034,352.3117362,22.39844983,9.236912258,2992.44483,776.3642882,591.9409702,778.904625,230.2547021,361.4591336,401.0092157,764.7011986,19.55049572,13.20070811,662.4653037,405.2180885,23.31885905,19.65370236,17.67257309,38.49583704,257.2812781,Serving,225.019579,Piece
1101,Tilefish,19.43422229,201.0339405,26.04373976,39.86269633,4.570628258,91.390907,17.37457154,44.36094728,246.7914048,15.13642019,132.9810461,348.8707395,18.9895315,533.9878629,17.20040688,0.827234839,6.629176712,27.4610865,101.6134606,9.08642214,9.277705218,37.86607716,7.398951336,4.626646286,355.0772287,223.118828,235.4982854,41.89136469,161.6214029,8.742039936,2808.236774,170.5740534,446.2679996,128.342812,179.3720912,182.2947026,264.3411692,440.9501069,13.3065175,44.26849778,1189.302928,110.670566,33.14617808,3.210179769,11.70423832,187.4302687,278.0386708,Serving,69.58354861,Piece
1102,Tuna Risotto,77.33260096,331.487587,18.79971354,45.2219879,7.181190398,36.62749385,10.12403333,28.32217486,255.5269498,6.343331142,33.70250622,328.6970004,968.7722537,970.9567235,5.229997683,8.20062332,3.237441968,31.14498854,79.04112373,7.029067698,6.451150026,32.11341403,1.872378722,2.330898636,66.52103116,211.9284375,375.5805875,295.8091454,84.82427927,5.05525039,1749.455596,1466.444442,80.31332852,686.6422074,642.8433195,886.7639584,183.9950501,502.1570853,44.84717491,38.12100519,1134.41248,336.7409463,44.84971552,8.415564317,41.61456109,450.9532859,222.6802064,Serving,161.7538173,Piece
1103,Bell Pepper,97.42586639,212.5875567,12.10498541,38.9704366,4.6305005,98.46684021,6.974161378,32.20512723,199.3938048,0.292917823,61.92751286,466.0219224,329.7005956,26.19698949,0.911407867,1.861029435,8.356583476,79.01753387,189.8101635,9.020216817,6.325212698,22.14658156,6.688650155,9.428683654,63.71315774,33.63238056,126.4396436,48.85604812,199.2572906,1.868474605,3143.790643,1104.140485,242.0976317,876.0781193,669.6211604,402.6483333,151.485028,227.899586,1.541144241,21.00598839,1176.068027,483.0341964,2.196634518,38.58493082,0.995518452,222.2009734,354.8930497,Serving,102.5122035,Piece
1104,Ceviche,86.23097774,459.9472945,34.22763696,42.4691481,3.073065651,71.13094573,10.65441157,13.99616911,67.84642413,8.980624184,139.8382416,77.01697865,417.5190524,562.4298763,12.0772589,8.322142199,9.138972759,41.43692185,119.4626012,6.493469754,7.973755417,40.71255419,6.788646653,9.230343781,28.75378426,75.97801026,183.4744438,140.9787194,342.7700514,9.558980551,4488.488825,180.7834432,458.6394353,854.2220668,246.6485083,223.4257989,440.2432704,159.1279331,32.68743326,36.59263559,1019.397695,366.4545029,7.56315986,25.81562018,28.13165107,278.4333015,232.7554688,Serving,440.0087845,Piece
1105,Hemp Seeds,78.04266511,445.3216807,33.46184819,42.43607659,6.358677859,76.82432485,16.18423804,15.44332444,105.0604142,14.31183077,61.21158439,52.02144253,547.9229511,373.0949724,8.708223645,6.248515402,1.490638866,84.98011957,141.3992501,7.357205412,5.158933132,19.02096455,4.914433807,0.62862624,373.7428201,244.3968667,165.3943709,333.2417407,149.2351294,7.59110459,4405.873599,763.4938389,655.4284455,182.6655835,69.05137803,930.7461367,259.7298243,395.3256891,41.0083551,0.019652815,1040.850425,307.4685334,43.76124586,34.54921402,8.518737361,315.3935912,113.5817346,Serving,351.6145034,Piece
1106,Herbal Tea,98.50322789,245.3700094,48.18704975,12.38088967,4.826277778,57.80805887,3.41869612,24.95026214,28.18576831,18.02371473,120.5643081,342.8047598,717.4883295,564.0670602,6.089187058,1.094164028,3.094221562,47.08891601,119.1276764,6.144068411,8.975610298,9.922817608,7.63214664,5.066924852,156.2363666,245.3377486,398.6171627,269.4835386,230.1513739,4.360705053,2155.720628,1487.178392,916.7521014,926.0314693,936.6907412,109.2498124,83.86837974,802.7049232,20.07527348,39.14787172,341.1757763,76.19826331,49.59921624,31.48232723,26.72062827,135.5295531,131.8662026,Serving,339.0948928,Piece
1107,Water,75.35696067,282.925445,43.93001875,41.3525514,9.775830163,87.91925593,17.31353219,28.42798317,415.5521309,15.25079247,195.3422199,36.8233212,161.7865341,898.3654129,6.40517812,3.34281442,6.170846547,66.57147345,81.02185697,3.747861773,3.024313533,9.881020464,7.733375042,1.756685903,118.3341526,141.1606698,195.7871658,133.0460599,242.7930457,5.714262788,2470.502181,1221.922433,219.651063,820.1490022,646.1757346,53.71286,397.9895067,370.2351763,8.461838956,37.04298587,1352.749904,139.6861627,19.33372284,31.09150488,39.18272746,285.9081779,426.8265342,Serving,386.4563942,Piece
1108,Muesli,0.404810637,263.6005946,49.87180638,35.94905506,2.477673319,9.792215485,11.70889592,27.31644603,7.602655713,10.98663994,8.623649012,454.4161989,375.8647092,449.3653878,13.57260627,9.615893801,3.325970898,95.56047514,12.26760104,4.300026515,9.361014537,45.63693751,7.051203375,9.955371291,102.6136072,395.9120676,190.0700524,307.8878001,338.2358904,5.368189262,4958.952183,1093.415891,996.6557016,323.1513323,667.9283296,865.2856036,148.6225051,680.1833038,10.67645447,18.90557149,705.6308051,421.2550684,41.66243081,10.74108981,12.26339974,274.8883603,72.56799768,Serving,420.4419406,Piece
1109,Soba,26.9479434,132.9631681,18.14439984,16.16827392,6.750578685,77.98228103,12.31063789,13.00231733,113.5927902,7.137402159,78.84157813,342.4286046,318.9004739,227.4521057,9.430693695,1.766308595,6.180628218,21.22868671,6.197234907,5.700890128,2.12442746,29.67370363,2.572096491,7.306454486,346.6045057,229.5352831,389.4969107,2.024802147,113.7844347,0.23455528,1334.035657,1315.6311,203.7276711,252.0603793,418.7404688,593.8637584,157.4392354,433.0431562,38.68478629,3.429794479,1206.399144,477.4394276,46.84401946,27.80517974,35.92127873,477.8647928,131.0367416,Serving,47.65750187,Piece
1110,Granola,41.04921381,245.6422899,2.261724504,33.73414088,9.873704512,65.20917614,11.77084345,7.298669523,421.230106,11.16610728,179.9469724,387.7924201,55.95299928,358.7400673,9.924073063,4.134359418,8.272194639,28.84946273,130.7486833,2.44586053,1.609126046,12.05101799,9.2648191,9.460404848,392.2333709,263.543586,393.960626,353.3239563,272.652228,2.916319027,4330.491523,1440.944795,1041.445248,806.6305543,427.549577,190.4319101,13.5009418,299.018252,18.21397113,21.5119867,597.3069083,144.6384649,40.5563781,14.94254952,33.83036026,471.3181983,347.5869998,Serving,360.1250198,Piece
1111,Pot Roast,42.82238321,134.398371,16.26484038,33.65952644,9.259933707,84.09915273,4.426382384,18.4186182,458.0116848,17.7004451,117.9736246,448.9861116,453.8706679,445.7318347,1.041483344,3.073096596,1.384958708,44.99088665,138.9687281,0.770010255,2.831837098,11.60874231,0.461140933,8.561899186,266.2549714,332.7611048,16.14213068,177.2077843,133.7668616,4.344849532,95.88577793,968.6030203,1371.201575,443.0105937,565.6883188,283.4623271,154.7157641,454.3785976,36.0806248,0.073053009,1409.615071,182.23665,25.287119,4.200552513,36.27758002,354.8578291,10.52799906,Serving,22.25837826,Piece
1112,Chilean Sea Bass,29.78418186,371.8435253,24.84573743,40.11778771,2.525670521,87.9207334,3.694770775,39.20597408,161.7390392,17.24758236,188.3550194,41.32289529,87.96080647,454.9336999,13.99211752,5.098151137,6.241886765,78.60663091,35.98080138,6.965438843,2.912302545,23.98750353,9.710353717,6.433741148,320.3343144,169.4521648,260.7316118,395.3728612,320.6394707,3.820189382,2087.821863,744.9494699,334.3246299,509.7041605,33.5563192,828.7647342,370.9495029,786.1802417,46.87938307,6.739161061,1194.672157,272.1458992,44.37278013,27.12672715,20.48811533,125.946001,400.2993735,Serving,87.0062068,Piece
1113,Detox Juice,40.11323416,285.3528752,8.609785371,0.00302843,7.194691225,46.48783999,9.547046318,29.80665099,341.3776756,0.19375254,190.0930031,168.4850988,882.1568912,337.8329107,10.30383973,4.343885531,6.633773353,82.0068162,126.7136921,4.87875882,4.725743595,27.99850954,5.317954863,9.537643784,253.2862366,100.6907515,356.0610035,243.3073121,230.6549369,7.929571004,2915.535938,438.4235687,484.7589409,29.92360689,665.4651156,930.2928293,418.5852477,112.1421701,26.28049903,12.81473485,1448.957287,114.0600393,22.48916022,10.69689518,1.550468687,155.6509023,293.608594,Serving,258.9266785,Piece
1114,Crab Dip,12.06569912,194.2543976,4.253803752,32.36049286,3.865384536,96.24079906,7.126854695,9.09365199,13.24663101,13.47049906,165.4856508,277.0822883,529.6766772,462.6465106,15.90976563,9.318590504,8.738013101,81.85987598,2.161471422,2.385999717,1.10398801,44.83076234,6.527135959,4.322148383,172.1171725,178.1044301,213.8253843,88.87478136,54.65119503,3.702236899,3409.578611,334.0369812,311.20524,846.4351903,808.2873463,577.750236,466.2823478,810.6715185,0.084743845,1.881132833,1497.427319,321.9122292,32.08350529,49.36146246,0.000200584,211.9064822,128.531871,Serving,114.4266754,Piece
1115,Oysters on the Half Shell,98.0699674,51.39479349,22.63644295,33.64445816,7.594900965,81.39749225,4.81672698,11.660887,469.3356951,3.062634549,69.58386793,426.9178291,817.8071325,346.5196052,10.86244247,8.261167966,7.129074908,32.78112887,88.91463991,4.393341403,8.934153631,12.78307281,8.317046293,3.980977647,292.7021043,176.9065097,206.8330525,357.6532775,470.560107,9.12419126,2782.791112,332.9101871,92.62678286,834.8713136,898.2546463,390.9057998,369.8438832,600.8799557,16.51345248,30.35714929,1452.932005,77.23509535,2.44928551,46.54013017,44.99176556,164.4000803,192.170057,Serving,320.7221637,Piece
1116,Anchovies,40.6120493,318.7863228,46.63327658,28.87066017,1.257072919,86.90872756,11.62538592,45.20961137,105.8781989,16.0752586,5.344223864,277.9939918,595.55293,300.5843945,5.17614314,5.803786902,7.889948543,8.856345065,55.82131544,0.322606243,9.573622375,33.00670638,1.625483925,1.5217149,347.4504654,212.4155392,289.6295411,225.7240172,425.0742964,5.274435212,2669.763421,672.8677642,415.8425661,697.9171159,764.0392486,635.2035108,484.6657356,879.4235553,32.278807,44.92844077,1744.958542,96.25720243,34.4771026,7.588737567,26.549442,30.68453434,292.8402895,Serving,406.528441,Piece
1117,Sawara,56.92107601,342.0852506,38.15825038,38.86889295,9.730957973,1.287726191,17.12369181,19.80939237,75.04567048,16.90025714,190.7611718,287.0751544,935.7703614,861.2351748,2.524206523,3.338449764,1.655199937,14.87246306,176.568166,4.761048517,1.285531493,36.30626053,8.965434914,7.932565803,233.1769708,186.9278619,330.0759603,37.96744361,206.3070431,4.634281677,1362.344848,648.1097517,756.7763762,567.4629463,445.845826,714.1264293,66.80521763,97.22408087,1.249518057,20.357858,1923.964829,381.5386948,26.04656247,16.5266492,15.8713518,235.7902257,226.7389355,Serving,387.5901126,Piece
1118,Oat Bran,34.36055031,52.33533227,15.57430342,7.176428437,1.494985314,94.75143647,11.13795472,42.68504475,45.86807294,17.27015327,40.8161173,286.5263017,81.72714919,845.1637799,10.23757658,7.511297282,1.324671161,15.54423972,61.62539281,6.353694598,6.365468471,44.10034947,0.094768235,9.261784404,291.7961416,287.1210594,369.0769789,158.7821834,411.3361797,8.534484724,1008.346282,1349.180663,392.120687,780.1118492,713.7802435,897.1154817,14.02196669,487.4618314,49.81433849,34.91271206,935.8657871,78.75982144,23.46853125,2.307339446,35.77714878,255.1102145,460.4396469,Serving,181.9455938,Piece
1119,Pear,78.88727777,486.5998118,44.43077475,15.06544624,6.995359171,25.4648615,18.13046459,48.87355487,334.4404368,5.811868968,48.51635438,332.87133,732.0157555,284.019184,19.08686957,5.895884664,9.045063613,67.10896845,78.15824041,6.489964304,6.338868135,43.76523258,9.29773666,7.402055788,291.9903204,254.3973435,39.63008396,379.1760981,117.1705011,0.230560946,1665.390519,967.5210672,1240.266847,81.41475821,731.0659493,303.0861338,370.0703336,948.2768545,33.56334672,5.901795091,544.0048213,246.7564328,49.78321032,23.60347948,2.195886514,4.800419246,476.3675687,Serving,125.5855525,Piece
